veh_value,exposure,claimcst0,veh_body,veh_age,area,agecat,gender
1.41,0.0054757016,0.0,3,2,2,4,0
1.349,0.424366872,0.0,3,1,4,3,1
2.02,0.5420944559,0.0,10,3,4,3,0
0.82,0.1396303901,0.0,9,3,1,3,0
1.31,0.0985626283,0.0,9,3,0,5,0
4.66,0.4325804244,0.0,10,1,1,4,0
1.25,0.0355920602,0.0,11,2,0,3,0
0.74,0.8542094456,0.0,12,4,0,5,1
0.55,0.1122518823,0.0,3,4,1,6,1
4.37,0.5831622177,0.0,10,1,2,1,0
1.03,0.3696098563,0.0,3,3,0,5,0
1.03,0.462696783,0.0,9,3,2,4,0
3.29,0.076659822,0.0,10,1,1,2,1
2.47,0.4654346338,0.0,10,3,4,3,1
0.47,0.0109514031,0.0,3,4,1,3,0
0.69,0.128678987,0.0,9,4,1,5,1
1.33,0.9993155373,0.0,10,4,2,5,1
1.399,0.9938398357,0.0,3,1,2,4,0
1.64,0.4709103354,200.0,9,2,1,5,0
3.9,0.59137577,0.0,10,2,2,2,0
2.47,0.2929500342,0.0,10,3,4,5,1
1.77,0.9363449692,0.0,10,4,2,4,0
1.24,0.7392197125,0.0,3,3,0,5,0
1.0,0.5037645448,0.0,9,3,2,5,0
4.2,0.1752224504,0.0,10,1,0,3,1
1.37,0.1177275838,0.0,12,3,0,4,1
1.39,0.0848733744,0.0,9,4,5,4,1
0.5,0.2491444216,0.0,3,4,2,3,1
1.19,0.9418206708,0.0,3,2,1,5,0
1.85,0.900752909,0.0,3,2,0,3,1
2.83,0.900752909,0.0,10,1,3,6,0
1.24,0.3531827515,0.0,3,1,4,5,1
2.5,0.4079397673,0.0,9,1,0,3,0
0.71,0.5749486653,0.0,3,4,3,1,0
2.71,0.2819986311,0.0,10,2,1,4,0
0.73,0.8405201916,1189.3599987,3,3,1,6,0
0.96,0.2108145106,0.0,3,3,4,5,0
1.79,0.4818617385,0.0,6,4,0,3,0
0.92,0.2710472279,0.0,4,4,2,4,1
1.01,0.3586584531,0.0,3,3,2,4,1
3.3,0.643394935,0.0,10,2,0,2,1
1.36,0.810403833,0.0,3,3,0,4,0
2.59,0.4955509925,0.0,10,3,5,2,1
0.54,0.848733744,389.94999981,3,4,3,3,0
0.71,0.34770705,0.0,9,4,2,1,0
2.26,0.2792607803,0.0,9,2,3,4,1
0.95,0.424366872,0.0,10,4,2,2,1
1.77,0.3915126626,0.0,11,3,0,4,0
1.68,0.848733744,1863.6899986,10,3,0,3,1
0.6,0.5092402464,1820.3399963,3,4,4,1,0
1.24,0.2409308693,0.0,3,3,3,4,1
3.15,0.5639972621,0.0,10,3,4,4,1
2.36,0.7310061602,0.0,9,2,0,6,1
1.83,0.59137577,0.0,3,1,2,2,1
4.19,0.6598220397,0.0,10,2,5,3,0
0.78,0.9938398357,0.0,3,3,1,2,0
1.73,0.3066392882,0.0,9,3,2,4,0
1.9,0.8377823409,0.0,3,1,3,6,0
2.28,0.6406570842,0.0,9,2,1,3,1
1.98,0.3285420945,897.4299984,12,3,3,5,1
1.27,0.1204654346,2121.7810249,3,1,0,4,0
1.47,0.2874743326,0.0,3,2,2,2,0
2.53,0.5639972621,200.0,9,1,2,6,1
2.65,0.3258042437,0.0,11,2,2,3,0
0.47,0.2272416153,0.0,9,4,2,3,1
0.65,0.514715948,0.0,3,4,0,5,0
1.84,0.1259411362,0.0,2,3,5,4,0
1.98,0.1697467488,0.0,9,1,1,2,0
3.84,0.0438056126,0.0,10,2,1,5,0
2.05,0.9281314168,0.0,9,1,2,6,0
1.75,0.59137577,0.0,9,2,5,2,0
4.28,0.7364818617,0.0,10,2,2,4,0
1.25,0.4709103354,0.0,9,3,2,5,0
1.85,0.9144421629,1319.8099976,9,2,0,3,0
3.52,0.4654346338,0.0,10,2,4,5,1
1.17,0.7885010267,0.0,9,3,4,3,0
1.67,0.8569472964,0.0,12,3,2,5,1
2.7,0.5037645448,0.0,10,1,2,2,0
3.16,0.1533196441,0.0,9,2,2,3,1
2.95,0.3586584531,0.0,10,2,3,6,0
2.48,0.257357974,0.0,9,1,0,2,1
2.23,0.2272416153,0.0,9,1,2,4,0
0.19,0.8733744011,0.0,3,4,2,6,0
0.87,0.3586584531,0.0,3,3,2,5,0
3.249,0.9993155373,0.0,10,1,3,3,0
1.39,0.1368925394,0.0,3,1,2,2,0
0.77,0.2628336756,0.0,12,4,3,4,1
0.54,0.7118412046,0.0,12,4,1,2,1
1.83,0.5694729637,0.0,9,3,2,3,1
0.89,0.219028063,0.0,3,3,3,2,0
3.14,0.2354551677,0.0,10,3,0,4,0
0.71,0.0985626283,0.0,9,4,2,3,0
4.28,0.3230663929,0.0,11,1,3,5,1
2.19,0.9199178645,0.0,9,2,5,3,1
1.3,0.6954140999,0.0,3,2,4,5,0
1.9,0.052019165,0.0,3,2,0,2,0
4.599,0.3449691992,0.0,9,1,1,2,0
0.71,0.2819986311,0.0,3,4,2,2,0
1.31,0.0684462697,0.0,9,3,1,6,1
0.92,0.9691991786,0.0,12,4,3,4,0
1.27,0.1916495551,0.0,10,4,1,4,0
1.87,0.8651608487,279.98999786,9,2,0,3,0
0.92,0.6543463381,0.0,3,3,2,6,1
4.31,0.3258042437,0.0,10,2,4,3,1
2.11,0.1998631075,0.0,3,1,1,4,0
1.85,0.3011635866,0.0,3,1,3,2,0
0.83,0.810403833,0.0,9,4,1,4,1
0.44,0.1560574949,0.0,9,4,0,3,0
3.7,0.4845995893,0.0,10,2,5,3,0
1.5,0.643394935,866.5,9,3,4,2,1
2.3,0.7474332649,0.0,11,3,2,3,1
1.02,0.0136892539,0.0,10,3,0,6,1
1.52,0.1040383299,0.0,4,3,0,3,0
0.46,0.8323066393,0.0,3,4,0,1,1
1.77,0.758384668,0.0,9,3,0,3,0
2.5,0.0821355236,0.0,9,1,0,4,1
1.96,0.0219028063,0.0,10,4,5,2,0
0.72,0.1149897331,0.0,3,4,0,3,0
0.41,0.3449691992,0.0,9,4,0,4,1
6.12,0.7118412046,0.0,10,2,2,1,1
0.88,0.3696098563,0.0,3,3,0,3,0
1.34,0.0164271047,0.0,12,2,2,2,1
1.6,0.3942505133,0.0,9,1,1,4,1
0.5,0.0191649555,0.0,3,4,2,6,1
1.29,0.386036961,0.0,3,1,0,3,0
3.55,0.076659822,0.0,9,3,1,5,0
0.96,0.8021902806,0.0,3,3,2,1,0
1.8,0.7802874743,0.0,10,3,2,5,1
1.77,0.1040383299,0.0,9,1,2,3,0
1.19,0.501026694,0.0,10,4,3,2,0
1.35,0.8268309377,0.0,9,3,1,6,0
1.09,0.6570841889,0.0,3,3,0,4,1
1.47,0.8131416838,0.0,9,3,0,6,0
0.72,0.0602327173,0.0,3,3,2,5,0
1.5,0.3148528405,0.0,12,3,3,2,0
0.37,0.0027378508,0.0,3,4,1,3,0
3.84,0.3121149897,0.0,10,2,4,2,1
0.74,0.0438056126,0.0,9,4,1,2,0
0.93,0.7282683094,0.0,9,3,2,5,0
1.09,0.0027378508,0.0,9,3,0,5,0
1.26,0.0930869268,353.76999998,3,2,2,3,0
4.41,0.5694729637,0.0,10,2,0,2,0
3.14,0.8514715948,19142.132675,11,3,2,1,1
1.49,0.1368925394,0.0,3,2,2,5,0
1.44,0.3312799452,0.0,10,2,3,4,0
1.54,0.9993155373,0.0,7,3,4,4,1
1.53,0.4024640657,0.0,9,3,0,4,0
1.45,0.4188911704,0.0,9,3,0,4,1
0.5,0.925393566,0.0,3,4,0,4,0
1.55,0.3422313484,0.0,9,3,1,4,0
1.42,0.3887748118,0.0,12,2,3,5,1
0.55,0.090349076,0.0,9,4,0,3,0
0.94,0.9609856263,0.0,9,4,4,4,0
1.76,0.0657084189,0.0,9,2,2,6,1
4.84,0.6762491444,0.0,10,1,0,2,0
0.93,0.0438056126,0.0,9,3,3,5,0
0.81,0.5201916496,0.0,9,3,0,2,0
3.1,0.0136892539,0.0,10,3,0,3,0
1.0,0.2409308693,0.0,3,3,2,4,1
1.15,0.3285420945,0.0,10,4,5,1,1
1.53,0.9281314168,0.0,10,4,2,6,1
1.52,0.6680355921,0.0,3,1,0,3,0
1.72,0.6899383984,0.0,9,2,2,4,0
1.69,0.8158795346,1684.5699997,9,2,1,4,1
6.69,0.6269678302,0.0,9,2,2,1,1
1.88,0.2436687201,0.0,3,1,1,5,0
0.44,0.5420944559,0.0,9,4,2,6,1
1.41,0.7282683094,0.0,9,3,2,4,1
0.6,0.5503080082,0.0,3,4,2,2,1
2.4,0.9582477755,3452.1699982,10,4,2,3,1
4.149,0.205338809,0.0,12,1,2,2,1
0.98,0.7145790554,0.0,9,3,3,3,0
1.52,0.3559206023,0.0,3,1,2,4,0
1.82,0.5749486653,0.0,10,3,3,6,0
1.54,0.59137577,0.0,4,4,2,2,1
0.37,0.4982888433,0.0,3,4,4,3,1
1.69,0.7446954141,367.72999954,9,2,2,4,1
1.92,0.4216290212,0.0,9,1,0,4,0
4.21,0.7939767283,0.0,10,2,4,1,0
0.9,0.5174537988,4801.6999969,3,3,1,4,0
1.61,0.5804243669,0.0,9,2,3,3,1
1.36,0.4490075291,0.0,10,4,3,3,1
1.7,0.0985626283,0.0,12,4,3,4,0
1.59,0.090349076,0.0,9,3,4,3,1
1.97,0.0711841205,0.0,10,4,2,2,1
1.83,0.8898015058,621.96999931,9,2,3,3,0
0.95,0.8268309377,0.0,9,4,0,6,1
3.99,0.8624229979,0.0,10,2,3,6,1
1.16,0.0793976728,0.0,2,4,2,2,1
1.1,0.3449691992,0.0,10,4,0,6,1
0.79,0.4599589322,0.0,3,3,2,2,0
1.3,0.0328542094,0.0,3,3,0,4,0
1.65,0.0027378508,0.0,12,4,3,2,0
0.44,0.0438056126,0.0,9,4,2,2,1
1.23,0.1533196441,0.0,3,1,4,3,0
3.884,0.3504449008,0.0,12,1,3,4,0
2.58,0.4791238877,450.88999987,11,3,2,4,1
1.99,0.8514715948,0.0,9,3,1,5,1
1.95,0.887063655,0.0,3,1,0,3,0
0.31,0.6625598905,0.0,9,4,1,6,0
1.32,0.2546201232,0.0,9,3,1,6,0
1.54,0.6625598905,0.0,11,4,3,4,1
1.0,0.4134154689,0.0,3,3,2,2,1
0.57,0.1943874059,0.0,3,4,1,5,0
3.67,0.0684462697,0.0,10,2,2,2,1
5.236,0.9993155373,0.0,10,1,0,4,0
1.49,0.6242299795,0.0,4,4,5,3,1
1.7,0.7802874743,0.0,9,2,4,2,1
1.31,0.9363449692,0.0,3,2,1,2,0
1.31,0.3011635866,0.0,3,1,2,3,0
2.099,0.3148528405,0.0,3,1,1,3,0
1.22,0.3367556468,0.0,12,4,4,2,1
2.67,0.93908282,0.0,10,3,5,4,1
5.02,0.0301163587,0.0,10,1,0,5,1
1.31,0.8952772074,0.0,3,1,2,4,0
1.05,0.0328542094,0.0,3,2,0,4,0
1.36,0.9034907598,0.0,3,2,1,1,1
1.99,0.8788501027,0.0,10,4,3,2,1
3.22,0.9719370294,0.0,10,1,2,4,0
1.63,0.4271047228,0.0,3,2,2,4,0
1.97,0.9938398357,0.0,3,1,2,4,0
2.38,0.4900752909,0.0,9,1,1,4,0
6.54,0.4298425736,0.0,10,1,1,5,1
2.0,0.1587953457,0.0,3,3,2,4,1
1.37,0.5886379192,0.0,3,1,2,1,0
1.77,0.9336071184,0.0,9,2,1,4,1
0.53,0.3093771389,0.0,9,4,4,4,1
1.65,0.5366187543,0.0,10,4,1,3,1
2.71,0.9609856263,0.0,10,2,0,5,0
1.39,0.0136892539,0.0,3,1,2,6,1
1.22,0.8350444901,0.0,10,4,2,3,1
0.97,0.1505817933,0.0,9,3,3,3,1
1.1,0.810403833,200.0,9,3,3,4,0
1.74,0.8651608487,0.0,9,2,3,1,0
2.16,0.2464065708,0.0,3,1,2,2,1
1.16,0.3832991102,0.0,11,4,3,3,0
4.7,0.8076659822,0.0,10,1,2,3,1
3.94,0.0438056126,0.0,12,1,0,5,1
3.53,0.5804243669,0.0,10,3,4,4,1
2.5,0.5284052019,0.0,12,3,3,1,1
0.44,0.8268309377,15588.929993,3,4,0,2,0
4.56,0.2518822724,0.0,10,2,4,5,1
3.22,0.3066392882,0.0,12,2,4,2,1
1.56,0.7091033539,0.0,3,2,2,3,0
2.32,0.295687885,0.0,9,1,1,4,1
1.79,0.7282683094,0.0,9,2,2,4,0
0.41,0.5886379192,0.0,12,4,2,4,1
0.39,0.0164271047,0.0,3,4,2,5,0
1.02,0.5420944559,0.0,3,2,2,3,0
0.74,0.7091033539,0.0,9,4,0,4,1
2.72,0.5557837098,0.0,11,3,5,4,1
1.14,0.5804243669,0.0,3,2,0,5,1
2.17,0.553045859,0.0,9,2,0,4,1
0.3,0.1724845996,0.0,3,4,1,4,0
6.1,0.2491444216,0.0,9,1,2,5,1
1.19,0.2464065708,0.0,3,2,2,3,1
1.02,0.0547570157,0.0,3,3,2,5,0
1.36,0.1943874059,0.0,10,4,2,2,1
0.46,0.8405201916,0.0,10,4,1,2,0
1.87,0.9993155373,0.0,9,2,2,3,0
1.26,0.257357974,0.0,9,3,1,5,1
2.78,0.7255304586,0.0,4,3,3,2,0
0.69,0.8733744011,0.0,3,4,3,6,1
2.14,0.6516084873,465.92999935,9,2,2,4,0
3.02,0.501026694,0.0,12,2,1,1,1
1.57,0.4572210814,0.0,9,2,4,1,0
2.66,0.8240930869,0.0,10,2,5,5,0
0.72,0.1697467488,0.0,3,4,1,2,0
1.19,0.6187542779,0.0,9,3,0,6,1
0.29,0.5393566051,0.0,9,4,2,6,1
1.32,0.0574948665,0.0,3,1,1,2,0
1.349,0.8898015058,0.0,3,1,2,4,0
3.52,0.5503080082,0.0,10,2,1,3,1
3.22,0.3285420945,0.0,12,2,1,3,0
0.75,0.7446954141,0.0,9,4,2,5,1
0.7,0.1478439425,0.0,9,4,4,1,1
0.71,0.3832991102,0.0,9,4,0,3,0
0.35,0.9445585216,0.0,9,4,0,2,0
2.77,0.0136892539,0.0,10,1,1,5,0
0.28,0.4353182752,0.0,3,4,1,2,1
1.82,0.6242299795,0.0,3,2,1,3,0
1.36,0.5174537988,0.0,3,2,0,4,0
1.33,0.7446954141,0.0,9,3,2,3,0
1.01,0.128678987,0.0,12,4,3,4,1
1.58,0.3066392882,0.0,9,1,2,3,0
1.96,0.7282683094,0.0,9,3,2,3,0
1.45,0.2765229295,0.0,12,3,0,3,1
1.46,0.9719370294,0.0,6,4,0,4,0
1.52,0.7419575633,0.0,9,2,0,4,1
0.22,0.9993155373,0.0,3,4,4,5,1
0.88,0.8323066393,445.44999981,12,4,1,6,1
1.81,0.424366872,0.0,11,3,3,5,1
1.0,0.0958247775,0.0,9,3,0,2,0
1.18,0.3832991102,0.0,9,3,2,3,0
2.97,0.257357974,0.0,10,1,0,3,1
2.92,0.5694729637,0.0,10,1,1,5,0
3.83,0.2491444216,0.0,12,1,2,4,1
1.89,0.4271047228,0.0,3,2,1,3,0
0.9,0.2546201232,0.0,4,4,2,4,0
1.75,0.5092402464,0.0,9,2,4,3,0
3.3,0.7939767283,785.03999901,9,1,3,4,0
0.67,0.5941136208,0.0,12,4,4,4,0
3.46,0.7091033539,0.0,10,2,0,3,1
1.9,0.4161533196,0.0,9,1,4,4,0
0.84,0.0958247775,0.0,2,4,2,5,1
2.999,0.5065023956,0.0,10,1,0,4,0
0.5,0.7885010267,0.0,3,4,0,4,0
1.34,0.1752224504,0.0,3,2,0,5,0
2.2,0.6132785763,0.0,10,3,5,3,1
1.04,0.9801505818,0.0,9,3,3,2,0
4.349,0.4818617385,0.0,12,1,2,4,1
1.3,0.6187542779,0.0,3,2,2,4,0
1.8,0.8706365503,0.0,10,3,0,3,0
1.19,0.553045859,0.0,3,2,4,6,0
1.21,0.6625598905,0.0,9,3,2,2,0
1.01,0.4572210814,0.0,10,4,0,6,1
4.71,0.9472963723,0.0,10,1,5,1,1
1.45,0.5886379192,0.0,3,1,2,4,1
1.02,0.1259411362,0.0,10,3,2,5,1
1.55,0.6187542779,0.0,9,3,2,2,0
1.92,0.4709103354,0.0,10,4,4,3,1
0.87,0.1642710472,0.0,9,3,1,3,0
1.3,0.9993155373,0.0,3,2,0,2,0
2.55,0.167008898,0.0,4,1,3,3,0
0.71,0.4900752909,0.0,9,4,2,4,0
1.26,0.0547570157,0.0,10,4,5,2,1
1.01,0.3832991102,0.0,3,3,0,6,0
1.12,0.1943874059,0.0,3,2,2,2,1
2.51,0.3668720055,0.0,10,2,4,3,1
2.52,0.9993155373,0.0,11,3,5,5,0
1.29,0.3997262149,0.0,9,3,0,5,0
1.24,0.9856262834,0.0,9,3,1,5,0
1.41,0.1177275838,0.0,3,2,2,4,0
1.96,0.8542094456,0.0,10,2,2,2,0
1.64,0.6488706365,0.0,9,3,2,4,0
1.54,0.5475701574,0.0,11,4,3,1,0
0.91,0.3997262149,1806.079998,9,4,2,2,1
3.46,0.6269678302,0.0,10,2,0,4,1
2.02,0.3066392882,0.0,9,2,1,3,0
1.71,0.5585215606,0.0,9,2,4,1,0
3.22,0.3832991102,0.0,10,3,3,4,1
1.59,0.553045859,0.0,9,2,1,2,1
3.31,0.2792607803,0.0,10,2,4,3,1
2.65,0.3039014374,0.0,4,3,5,1,0
1.29,0.9609856263,0.0,10,3,0,3,0
2.09,0.6543463381,0.0,3,2,2,4,0
0.77,0.5612594114,0.0,9,4,0,2,1
2.14,0.7337440109,0.0,9,4,5,3,0
0.91,0.6269678302,0.0,9,3,1,3,0
0.93,0.8952772074,0.0,9,3,3,3,0
1.12,0.3394934976,0.0,10,4,2,3,0
3.34,0.1478439425,0.0,12,1,3,4,1
0.71,0.3121149897,0.0,9,4,0,4,0
0.96,0.0054757016,0.0,9,3,3,4,0
2.19,0.6132785763,0.0,10,4,2,6,0
1.35,0.0301163587,0.0,3,1,4,3,0
1.56,0.9363449692,0.0,10,3,0,2,0
4.53,0.0930869268,0.0,10,2,3,4,1
1.44,0.0930869268,0.0,9,2,1,3,0
1.48,0.1505817933,0.0,9,3,3,4,0
2.12,0.6926762491,0.0,11,4,2,3,1
1.24,0.1560574949,0.0,3,2,0,3,0
1.62,0.4216290212,0.0,6,4,3,3,0
1.05,0.553045859,0.0,9,4,3,3,0
0.71,0.1560574949,978.60999489,9,4,0,2,0
1.43,0.052019165,0.0,9,3,2,3,0
0.66,0.9719370294,0.0,12,4,3,5,1
0.7,0.6132785763,0.0,3,4,0,5,1
1.39,0.8651608487,0.0,11,3,0,4,1
1.69,0.1423682409,0.0,9,2,2,5,0
0.87,0.7529089665,520.11999989,3,3,1,3,0
2.07,0.2135523614,0.0,10,3,2,5,1
1.53,0.5776865161,0.0,12,4,5,3,1
3.193,0.2409308693,0.0,10,1,0,2,0
0.67,0.7118412046,0.0,3,3,1,2,1
0.97,0.1724845996,0.0,9,3,4,6,0
0.84,0.7419575633,0.0,3,4,2,3,0
3.8,0.7967145791,0.0,10,1,1,2,0
1.16,0.3367556468,0.0,10,3,4,2,1
0.55,0.3039014374,0.0,10,4,2,6,1
0.72,0.9719370294,0.0,10,4,5,4,1
4.47,0.8788501027,0.0,10,1,4,5,1
0.5,0.6570841889,0.0,10,4,2,3,0
0.95,0.605065024,0.0,3,3,2,4,1
4.349,0.5831622177,0.0,12,1,2,5,1
2.99,0.8377823409,0.0,10,3,0,2,1
0.39,0.0684462697,0.0,9,4,4,3,0
1.33,0.038329911,0.0,3,1,0,2,0
2.08,0.977412731,0.0,12,2,2,6,1
2.78,0.7501711157,0.0,10,2,0,3,0
3.15,0.205338809,0.0,10,2,4,3,0
0.57,0.0930869268,0.0,9,4,1,6,0
1.97,0.2464065708,0.0,10,4,3,3,0
2.38,0.7337440109,0.0,6,3,1,4,1
0.46,0.6214921287,0.0,9,4,0,3,1
1.89,0.8624229979,0.0,9,2,0,6,1
2.38,0.3066392882,0.0,10,3,2,2,0
1.78,0.9664613279,0.0,9,2,2,3,1
0.6,0.0492813142,0.0,3,4,1,4,0
1.23,0.090349076,0.0,3,2,1,1,0
2.5,0.7912388775,0.0,9,1,2,5,0
4.32,0.6461327858,736.84999847,10,2,0,5,1
1.06,0.424366872,0.0,10,4,3,6,1
2.2,0.2737850787,0.0,9,1,3,5,0
0.83,0.5256673511,0.0,9,4,2,3,1
0.79,0.9746748802,0.0,3,4,0,3,0
0.71,0.1834360027,0.0,3,3,0,5,0
1.02,0.7802874743,0.0,10,4,2,4,1
8.74,0.7118412046,548.21999931,9,3,0,3,1
2.12,0.4928131417,0.0,10,2,0,6,1
1.14,0.9281314168,0.0,9,3,2,6,0
0.61,0.0848733744,0.0,9,4,3,5,0
0.45,0.7857631759,0.0,9,4,2,4,1
3.72,0.1204654346,0.0,10,2,4,3,0
2.67,0.386036961,0.0,9,1,1,3,1
0.8,0.1314168378,0.0,3,3,1,3,1
2.91,0.4982888433,0.0,10,1,1,6,1
1.44,0.5557837098,9522.9499512,7,3,1,4,1
0.5,0.3696098563,0.0,9,4,0,4,0
1.08,0.9664613279,0.0,10,3,3,6,0
2.4,0.205338809,0.0,12,1,2,5,1
1.13,0.2436687201,408.12999964,9,3,0,1,0
2.75,0.5366187543,0.0,10,3,2,2,1
0.36,0.8323066393,0.0,9,4,2,5,0
1.71,0.6680355921,200.0,3,2,0,1,0
1.32,0.977412731,0.0,10,4,2,4,0
1.34,0.0657084189,0.0,9,2,2,4,1
1.5,0.810403833,0.0,3,1,0,1,0
1.49,0.2765229295,0.0,3,1,1,6,0
1.08,0.3778234086,0.0,10,4,5,3,0
0.81,0.1615331964,0.0,3,4,1,2,0
1.98,0.8131416838,0.0,9,3,2,4,1
1.39,0.3997262149,0.0,3,1,1,3,0
0.87,0.7282683094,200.0,3,3,0,5,0
0.67,0.0438056126,0.0,12,4,3,6,0
0.54,0.5475701574,3571.9136353,3,4,3,5,1
0.46,0.0574948665,0.0,9,4,3,3,1
0.3,0.5475701574,0.0,9,4,0,4,0
3.38,0.2108145106,0.0,12,1,2,2,0
0.88,0.1423682409,0.0,3,3,4,4,0
4.25,0.7337440109,0.0,10,2,1,3,0
1.3,0.501026694,353.76999998,3,2,2,2,0
1.58,0.2518822724,0.0,10,4,1,1,1
0.62,0.8459958932,0.0,2,4,2,4,0
0.31,0.1916495551,0.0,9,4,1,4,0
0.87,0.6105407255,0.0,3,3,0,6,0
0.78,0.1916495551,0.0,3,3,1,2,0
1.22,0.9993155373,0.0,3,3,2,4,1
1.49,0.5612594114,0.0,4,4,4,1,1
0.97,0.7310061602,0.0,9,3,1,3,0
1.399,0.9993155373,582.6899997,3,1,0,3,0
3.87,0.6516084873,0.0,10,2,5,2,0
3.45,0.772073922,0.0,10,2,2,2,0
2.66,0.501026694,0.0,11,3,3,2,1
0.31,0.8624229979,0.0,9,4,1,5,1
1.04,0.6789869952,0.0,3,2,1,4,0
0.35,0.3641341547,0.0,9,4,4,6,0
1.55,0.8405201916,0.0,9,3,2,4,1
1.32,0.3093771389,0.0,7,3,1,3,1
1.61,0.3230663929,0.0,3,2,3,5,1
0.45,0.9993155373,200.0,9,4,2,4,1
1.3,0.5749486653,0.0,3,1,2,6,1
0.31,0.4106776181,0.0,3,4,1,2,1
3.78,0.8213552361,0.0,10,1,0,1,0
1.24,0.1505817933,0.0,3,2,4,5,0
0.39,0.1752224504,0.0,9,4,3,4,1
1.85,0.4079397673,0.0,9,1,4,6,0
1.04,0.7802874743,0.0,3,2,0,3,1
1.43,0.052019165,0.0,3,1,4,2,0
1.24,0.2381930185,0.0,3,2,4,4,1
3.84,0.0821355236,0.0,10,2,0,4,0
1.37,0.9719370294,0.0,3,3,0,3,0
1.12,0.0027378508,0.0,3,2,3,3,1
1.31,0.2929500342,0.0,9,2,1,1,0
1.3,0.8651608487,0.0,3,1,3,4,0
1.48,0.4709103354,0.0,12,4,1,2,1
1.01,0.4106776181,0.0,3,3,1,2,1
0.34,0.219028063,0.0,9,4,0,4,0
2.24,0.1533196441,0.0,3,1,0,5,0
1.65,0.6160164271,407.79999971,9,3,1,4,0
2.6,0.9363449692,0.0,11,2,3,2,0
0.99,0.0657084189,0.0,12,4,4,4,0
1.549,0.0164271047,0.0,3,1,0,4,0
0.48,0.0574948665,0.0,3,4,0,5,1
3.61,0.0082135524,0.0,12,1,4,2,0
2.47,0.6707734428,0.0,4,3,3,2,1
0.76,0.5503080082,0.0,3,3,0,5,0
1.84,0.6652977413,572.71999931,3,2,1,6,0
5.87,0.3039014374,0.0,9,1,2,5,1
1.52,0.167008898,0.0,9,2,0,2,1
0.58,0.9144421629,0.0,2,4,3,5,0
1.04,0.4462696783,0.0,9,3,2,4,0
1.5,0.257357974,0.0,9,2,2,4,1
2.95,0.9281314168,2344.6999969,10,3,2,3,0
1.03,0.3641341547,0.0,9,3,0,4,0
0.7,0.6926762491,0.0,9,4,3,2,0
1.37,0.5968514716,0.0,3,1,1,3,1
0.76,0.295687885,0.0,9,4,0,4,1
1.28,0.5804243669,2275.1199951,3,4,2,4,0
0.95,0.4955509925,0.0,10,4,3,5,1
0.77,0.2792607803,0.0,3,3,5,4,0
0.84,0.6242299795,0.0,3,3,1,5,0
3.08,0.9828884326,0.0,12,2,4,3,0
0.79,0.7446954141,0.0,3,4,2,2,0
3.22,0.4380561259,0.0,10,3,2,5,0
0.3,0.0958247775,0.0,3,4,3,5,0
1.04,0.0438056126,0.0,9,4,4,5,0
2.2,0.7967145791,353.79999971,5,4,0,1,1
1.99,0.0958247775,0.0,3,1,0,5,0
1.9,0.5065023956,0.0,10,4,3,2,1
2.1,0.7693360712,0.0,3,2,0,5,1
1.56,0.076659822,0.0,3,1,0,4,0
0.97,0.1697467488,0.0,9,3,2,1,0
0.79,0.9472963723,3731.1699963,3,4,0,2,0
1.06,0.5886379192,0.0,9,3,3,3,0
1.22,0.9993155373,5371.7999878,3,3,2,4,0
3.42,0.1834360027,0.0,12,2,1,1,1
1.71,0.887063655,0.0,3,1,2,1,0
0.4,0.6379192334,0.0,9,4,1,3,0
1.29,0.2108145106,0.0,3,3,0,4,0
4.03,0.4818617385,0.0,10,1,2,3,0
0.88,0.2710472279,0.0,3,3,3,3,0
1.78,0.8980150582,1839.0499992,9,3,2,4,0
0.87,0.5995893224,0.0,3,3,2,3,0
2.83,0.9062286105,0.0,10,1,2,2,0
1.24,0.5284052019,0.0,11,4,4,5,0
1.82,0.7310061602,0.0,10,4,5,4,1
1.54,0.9993155373,0.0,7,3,2,1,0
1.84,0.1916495551,0.0,3,3,2,5,1
0.28,0.257357974,0.0,3,4,1,6,0
0.6,0.9445585216,0.0,9,4,1,6,1
1.5,0.4188911704,200.0,3,1,1,6,1
1.57,0.1724845996,0.0,3,2,3,3,0
0.68,0.3668720055,0.0,3,4,0,2,0
0.44,0.7337440109,0.0,3,4,4,4,0
1.38,0.2874743326,0.0,3,1,2,1,1
1.36,0.0793976728,0.0,3,1,4,4,0
1.85,0.5886379192,0.0,9,2,3,5,1
1.94,0.3805612594,0.0,3,2,1,5,0
0.68,0.0711841205,0.0,9,4,0,2,0
2.57,0.772073922,0.0,7,2,3,1,1
3.58,0.8268309377,0.0,10,2,0,3,0
2.23,0.4024640657,0.0,10,4,2,2,1
0.98,0.7063655031,0.0,9,3,3,2,0
0.85,0.2108145106,0.0,3,3,0,4,1
1.81,0.9418206708,334.2100029,9,2,1,3,0
1.8,0.2847364819,0.0,9,3,1,5,0
2.09,0.334017796,0.0,10,3,4,1,1
1.83,0.6078028747,0.0,11,3,1,3,1
2.45,0.0164271047,0.0,10,3,2,3,1
1.22,0.0657084189,0.0,3,3,0,3,0
2.18,0.9226557153,0.0,9,2,4,5,0
2.71,0.7967145791,0.0,10,2,0,1,1
0.71,0.5968514716,0.0,9,4,3,2,1
2.66,0.5886379192,0.0,9,1,2,3,0
2.41,0.848733744,0.0,9,1,3,4,1
1.17,0.7446954141,0.0,9,3,1,1,0
